hidden layer 1,hidden layer 2,hidden layer 3,accuracy_score,precision_score,recall_score,f1_score
25,10,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,11,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,12,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,13,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,14,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,15,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,16,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,17,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,18,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,19,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,20,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,21,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,22,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,23,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,24,0,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,1,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,2,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,3,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,4,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,5,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,6,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,7,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,8,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,9,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,10,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,11,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,12,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,13,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,14,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,15,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,16,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,17,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,18,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,19,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,20,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,21,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,22,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,23,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
25,25,24,0.7186147186147186,0.5529411764705883,0.6351351351351351,0.5911949685534591
