hidden layer 1,hidden layer 2,hidden layer 3,accuracy_score,precision_score,recall_score,f1_score
1,0,0,0.6796536796536796,0.0,0.0,0.0
2,0,0,0.6796536796536796,0.0,0.0,0.0
3,0,0,0.6796536796536796,0.0,0.0,0.0
4,0,0,0.7142857142857143,0.5869565217391305,0.36486486486486486,0.45
5,0,0,0.7445887445887446,0.6415094339622641,0.4594594594594595,0.5354330708661417
6,0,0,0.7489177489177489,0.6481481481481481,0.47297297297297297,0.546875
7,0,0,0.7402597402597403,0.625,0.47297297297297297,0.5384615384615384
8,0,0,0.7445887445887446,0.6363636363636364,0.47297297297297297,0.5426356589147288
9,0,0,0.7445887445887446,0.6363636363636364,0.47297297297297297,0.5426356589147288
10,0,0,0.7445887445887446,0.6363636363636364,0.47297297297297297,0.5426356589147288
11,0,0,0.7575757575757576,0.6666666666666666,0.4864864864864865,0.5625
12,0,0,0.7532467532467533,0.6545454545454545,0.4864864864864865,0.5581395348837209
13,0,0,0.7489177489177489,0.6428571428571429,0.4864864864864865,0.5538461538461539
14,0,0,0.7532467532467533,0.6545454545454545,0.4864864864864865,0.5581395348837209
15,0,0,0.7445887445887446,0.631578947368421,0.4864864864864865,0.5496183206106869
16,0,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
17,0,0,0.7662337662337663,0.6851851851851852,0.5,0.5781250000000001
18,0,0,0.7575757575757576,0.6666666666666666,0.4864864864864865,0.5625
19,0,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
20,0,0,0.7532467532467533,0.6491228070175439,0.5,0.5648854961832062
21,0,0,0.7619047619047619,0.6727272727272727,0.5,0.5736434108527131
22,0,0,0.7619047619047619,0.6727272727272727,0.5,0.5736434108527131
23,0,0,0.7619047619047619,0.6727272727272727,0.5,0.5736434108527131
24,0,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,1,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,2,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,3,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,4,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,5,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,6,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,7,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,8,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,9,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,10,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,11,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,12,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,13,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,14,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,15,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,16,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,17,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,18,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,19,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,20,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,21,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,22,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,23,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,24,0,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,1,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,2,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,3,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,4,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,5,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,6,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,7,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,8,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,9,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,10,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,11,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,12,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,13,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,14,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,15,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,16,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,17,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,18,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,19,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,20,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,21,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,22,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,23,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
25,25,24,0.7575757575757576,0.6607142857142857,0.5,0.5692307692307693
